COUNTY_ID,COUNTY_NAME,DIST_ID,LEA_NAME,SCHOOL_ID,SCHOOL_NAME,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_PRICE_LUNCH,LEP,MIGRANT
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,05,05,32,21,3,5,2,11,4,6,0,0,0,0,0,0,84,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,06,06,25,25,4,8,6,8,5,5,0,0,0,0,1,1,88,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,07,07,29,24,6,7,7,5,4,3,0,0,0,0,0,0,85,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,08,08,30,31,7,4,2,5,7,5,0,0,0,0,0,0,91,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,UG,UG,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,,,,
01,ATLANTIC,0010,ABSECON CITY,050,Emma C Attales,55,TOTAL,118,101,20,26,17,29,20,19,0,0,0,0,1,1,352,125,32,3,0
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,PH,PK,3,0,1,1,3,4,0,0,0,0,0,0,1,1,14,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,KF,KG,23,35,4,6,13,9,4,3,0,0,0,0,3,5,105,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,01,01,21,25,6,7,11,6,3,8,0,0,0,0,0,3,90,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,02,02,33,20,8,10,5,4,4,4,0,0,0,0,2,1,91,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,03,03,31,26,6,4,9,5,2,4,0,0,0,0,1,1,89,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,04,04,36,36,6,2,10,5,8,3,0,0,0,0,1,1,108,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,UG,UG,4,1,3,0,5,2,0,0,0,0,0,0,0,0,15,,,,
01,ATLANTIC,0010,ABSECON CITY,060,H Ashton Marsh,55,TOTAL,151,143,34,30,56,35,21,22,0,0,0,0,8,12,512,182,37,44,0
01,ATLANTIC,0010,ABSECON CITY,999,District Total,PH,PK,3,0,1,1,3,4,0,0,0,0,0,0,1,1,14,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,KF,KG,23,35,4,6,13,9,4,3,0,0,0,0,3,5,105,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,01,01,21,25,6,7,11,6,3,8,0,0,0,0,0,3,90,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,02,02,33,20,8,10,5,4,4,4,0,0,0,0,2,1,91,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,03,03,31,26,6,4,9,5,2,4,0,0,0,0,1,1,89,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,04,04,36,36,6,2,10,5,8,3,0,0,0,0,1,1,108,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,05,05,32,21,3,5,2,11,4,6,0,0,0,0,0,0,84,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,06,06,25,25,4,8,6,8,5,5,0,0,0,0,1,1,88,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,07,07,29,24,6,7,7,5,4,3,0,0,0,0,0,0,85,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,08,08,30,31,7,4,2,5,7,5,0,0,0,0,0,0,91,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,UG,UG,6,1,3,2,5,2,0,0,0,0,0,0,0,0,19,,,,
01,ATLANTIC,0010,ABSECON CITY,999,District Total,55,TOTAL,269,244,54,56,73,64,41,41,0,0,0,0,9,13,864,307,69,47,0
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,09,09,51,37,104,112,120,107,49,45,0,0,0,0,1,0,626,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,10,10,61,49,75,79,99,73,51,44,0,0,0,0,1,0,532,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,11,11,61,55,52,49,69,70,63,37,0,0,0,0,0,0,456,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,12,12,37,52,52,49,66.5,54,44,31,0,0,0,0,1,1,387.5,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,UG,UG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,
01,ATLANTIC,0110,ATLANTIC CITY,010,Atlantic City High School,55,TOTAL,211,193,284,289,354.5,304,207,157,0,0,0,0,3,1,2003.5,1460.5,100,147,0
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,KF,KG,0,2,3,4,18,46,10,4,0,0,0,0,0,0,87,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,01,01,0,0,2,1,30,24,3,5,0,0,4,6,0,0,75,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,02,02,0,0,3,3,30,24,4,11,0,0,4,2,0,0,81,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,03,03,0,1,5,2,22,28,7,5,0,0,2,0,0,0,72,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,04,04,1,0,2,4,22,18,10,3,0,0,1,0,0,0,61,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,05,05,0,0,1,2,17,21,11,6,0,0,2,0,0,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,06,06,0,1,6,2,33,24,12,12,0,0,0,0,0,0,90,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,07,07,2,1,3,2,31,33,8,13,0,0,0,2,0,0,95,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,08,08,1,0,4,1,33,29,15,18,0,0,0,0,0,0,101,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,UG,UG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
01,ATLANTIC,0110,ATLANTIC CITY,030,Sovereign Avenue School,55,TOTAL,4,5,29,21,237,247,80,77,0,0,13,10,0,0,723,654,28,248,0
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,KF,KG,4,0,2,3,11,4,4,3,0,0,0,0,1,0,32,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,01,01,0,0,7,4,10,6,4,5,0,0,0,0,0,0,36,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,02,02,1,1,5,5,4,7,10,2,0,0,0,0,0,0,35,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,03,03,1,1,6,2,5,10,1,3,0,0,0,0,0,0,29,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,04,04,0,1,4,2,9,10,0,10,0,0,1,0,0,0,37,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,05,05,0,3,4,4,5,11,6,4,0,0,0,0,0,0,37,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,06,06,2,3,6,4,4,5,3,1,0,0,0,0,0,1,29,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,07,07,2,0,7,7,5,10,4,2,0,0,0,0,0,0,37,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,08,08,1,0,6,3,5,5,2,2,0,0,0,0,0,0,24,,,,
01,ATLANTIC,0110,ATLANTIC CITY,050,Chelsea Heights School,55,TOTAL,11,9,47,34,58,68,34,32,0,0,1,0,1,1,296,243,19,31,0
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,KF,KG,3,0,3,0,22,28,7,5,0,0,0,0,0,0,68,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,01,01,0,2,1,4,21,25,6,2,0,0,2,2,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,02,02,0,0,2,2,27,27,6,12,0,0,0,0,0,0,76,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,03,03,0,0,1,1,21,32,6,8,0,0,0,0,0,0,69,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,04,04,1,0,0,0,16,15,12,5,0,0,0,0,0,0,49,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,05,05,0,0,1,1,16,19,8,5,0,0,0,0,0,0,50,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,06,06,1,0,4,2,20,24,8,8,0,0,0,1,0,0,68,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,07,07,0,0,1,0,22,19,13,8,0,0,1,2,0,0,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,08,08,0,0,2,2,18,22,5,6,0,0,1,1,0,0,57,,,,
01,ATLANTIC,0110,ATLANTIC CITY,060,Texas Avenue School,55,TOTAL,5,2,15,12,183,211,71,59,0,0,4,6,0,0,568,537,13,198,0
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,PF,PK,1,0,13,9,6,2,1,1,0,0,0,0,0,0,33,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,KF,KG,0,0,38,40,11,7,0,2,0,0,0,0,0,0,98,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,01,01,4,1,33,27,6,11,2,0,0,0,0,0,0,0,84,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,02,02,1,0,35,29,5,10,3,0,0,0,0,1,0,0,84,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,03,03,0,0,37,30,10,7,0,2,0,0,0,2,0,0,88,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,04,04,0,0,31,28,5,9,1,1,0,0,0,0,0,0,75,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,05,05,1,0,25,26,4,6,1,0,0,0,0,1,0,1,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,06,06,3,0,23,23,8,6,0,1,0,0,0,0,0,0,64,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,07,07,2,0,24,19,2,8,1,2,0,0,1,0,0,0,59,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,08,08,0,1,17,16,3,2,1,0,0,0,1,1,0,0,42,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,UG,UG,0,0,8,1,7,2,1,0,0,0,0,0,0,0,19,,,,
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,55,TOTAL,12,2,284,248,67,70,11,9,0,0,2,5,0,1,711,663,10,42,0
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,PF,PK,1,0,8,8,7,5,1,2,0,0,0,0,0,0,32,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,KF,KG,0,0,28,25,9,11,0,0,0,0,0,0,0,0,73,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,01,01,0,1,22,32,2,6,0,2,0,0,0,0,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,02,02,1,0,31,24,3,5,0,0,0,0,0,0,0,0,64,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,03,03,0,0,26,20,4,6,1,0,0,0,1,0,0,0,58,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,04,04,0,1,26,23,8,7,0,0,0,0,0,0,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,05,05,2,2,20,21,10,9,1,1,0,0,0,0,0,0,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,06,06,0,0,27,32,4,2,1,0,0,0,0,0,0,0,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,07,07,1,0,20,22,6,8,0,0,0,0,0,0,0,0,57,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,08,08,0,1,22,22,13,5,0,0,0,0,0,0,0,0,63,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,UG,UG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,55,TOTAL,5,5,231,229,66,64,4,5,0,0,1,0,0,0,610,535,20,25,0
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,PF,PK,0,2,11,26,4,7,2,3,0,0,0,0,0,0,55,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,KF,KG,1,1,23,26,14,16,2,0,0,0,1,0,0,0,84,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,01,01,1,1,18,29,12,11,3,6,0,0,0,0,0,0,81,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,02,02,1,1,21,19,18,11,3,4,0,0,1,0,0,0,79,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,03,03,0,1,19,18,10,10,0,1,0,0,0,0,1,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,04,04,0,3,16,13,10,11,1,0,0,0,0,0,0,0,54,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,05,05,1,0,23,12,12,11,3,3,0,0,0,0,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,06,06,0,0,11,20,9,11,0,1,0,0,1,0,1,0,54,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,07,07,1,1,16,22,5,10,0,1,0,0,0,0,0,0,56,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,08,08,0,0,20,21,7,15,1,0,0,0,0,0,1,1,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,UG,UG,0,0,5,3,5,0,1,0,0,0,0,0,0,0,14,,,,
01,ATLANTIC,0110,ATLANTIC CITY,100,PENNSYLVANIA AVE SCHOOL,55,TOTAL,5,10,183,209,106,113,16,19,0,0,3,0,3,1,668,625,18,79,0
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,PF,PK,1,0,5,2,9,9,5,5,0,0,0,0,0,0,36,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,KF,KG,1,0,4,6,26,20,14,8,0,0,0,1,0,0,80,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,01,01,2,4,1,2,13,21,9,15,0,0,3,2,0,1,73,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,02,02,1,1,4,3,15,17,10,12,0,0,0,2,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,03,03,1,0,2,2,17,16,12,9,0,0,8,0,0,0,67,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,04,04,2,1,3,2,14,9,8,10,0,0,0,2,0,0,51,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,05,05,1,1,2,4,19,14,10,8,0,0,1,1,0,1,62,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,06,06,2,1,3,3,8,14,12,3,0,0,1,2,0,0,49,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,07,07,1,3,3,3,17,11,6,6,0,0,1,0,0,0,51,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,08,08,3,3,2,3,11,16,9,11,0,0,0,2,0,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,UG,UG,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,
01,ATLANTIC,0110,ATLANTIC CITY,120,Richmond Avenue School,55,TOTAL,15,14,29,30,151,147,95,87,0,0,14,12,0,2,596,508,39,170,0
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,PF,PK,0,0,36,22,13,7,2,4,0,0,0,0,0,0,84,,,,
01,ATLANTIC,0110,ATLANTIC CITY,130,Venice Park School,55,TOTAL,0,0,36,22,13,7,2,4,0,0,0,0,0,0,84,68,3,0,0
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,PF,PK,0,0,32,19,10,26,3,6,0,0,0,0,0,0,96,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,KF,KG,0,2,33,33,4,8,1,0,0,0,0,0,0,0,81,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,01,01,1,0,43,23,4,8,0,0,0,0,0,1,0,0,80,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,02,02,0,0,32,22,7,7,2,1,0,0,0,0,0,0,71,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,03,03,0,0,31,31,4,3,1,0,0,0,0,0,0,0,70,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,04,04,0,0,31,20,8,4,0,2,0,0,0,0,0,0,65,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,05,05,0,0,28,27,7,3,1,0,0,0,0,0,0,0,66,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,06,06,1,0,25,29,12,2,1,1,0,0,0,0,0,0,71,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,07,07,0,0,27,18,2,2,0,0,0,0,0,0,0,0,49,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,08,08,0,0,21,20,5,4,1,0,0,0,0,0,0,0,51,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,UG,UG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,55,TOTAL,2,2,304,242,63,67,10,10,0,0,0,1,0,0,701,625,28,21,0
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,KF,KG,0,1,1,4,25,26,8,7,0,0,0,0,0,0,72,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,01,01,0,0,0,1,19,32,8,8,0,0,2,2,0,0,72,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,02,02,0,0,0,2,16,28,6,9,0,0,2,0,0,0,63,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,03,03,0,1,0,1,9,14,7,7,0,0,3,0,0,0,42,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,04,04,1,0,1,1,21,14,9,9,0,0,0,0,0,0,56,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,05,05,0,0,1,0,16,13,7,7,0,0,0,0,0,0,44,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,55,TOTAL,1,2,3,9,106,127,45,47,0,0,7,2,0,0,349,303,22,162,0
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,PF,PK,3,2,105,86,49,56,14,21,0,0,0,0,0,0,336,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,KF,KG,9,6,135,141,140,166,46,29,0,0,1,1,1,0,675,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,01,01,8,9,127,123,117,144,35,43,0,0,11,13,0,1,631,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,02,02,5,3,133,109,125,136,44,51,0,0,7,5,0,0,618,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,03,03,2,4,127,107,102,126,35,35,0,0,14,2,1,0,555,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,04,04,5,6,114,93,113,97,41,40,0,0,2,2,0,0,513,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,05,05,5,6,105,97,106,107,48,34,0,0,3,2,0,2,515,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,06,06,9,5,105,115,98,88,37,27,0,0,2,3,1,1,491,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,07,07,9,5,101,93,90,101,32,32,0,0,3,4,0,0,470,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,08,08,5,5,94,88,95,98,34,37,0,0,2,4,1,1,464,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,09,09,51,37,104,112,120,107,49,45,0,0,0,0,1,0,626,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,10,10,61,49,75,79,99,73,51,44,0,0,0,0,1,0,532,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,11,11,61,55,52,49,69,70,63,37,0,0,0,0,0,0,456,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,12,12,37,52,52,49,66.5,54,44,31,0,0,0,0,1,1,387.5,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,UG,UG,1,0,16,4,15,2,2,0,0,0,0,0,0,0,40,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,55,TOTAL,271,244,1445,1345,1404.5,1425,575,506,0,0,45,36,7,6,7309.5,6221.5,300,1123,0
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,09,09,60,80,35,51,45,67,12,7,2,1,0,0,10,13,383,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,10,10,93,76,28,34,43,49,8,6,1,2,0,5,0,1,346,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,11,11,58,40,24,42,35,43,6,11,4,0,1,0,2,4,270,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,12,12,38.5,17.5,8,15.5,18,19.5,6,3,1.5,0,0,0,0,2,129.5,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,UG,UG,3.5,3,2,1,1,0,0,0,0,0,0,0,0,0,10.5,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,55,TOTAL,253,216.5,97,143.5,142,178.5,32,27,8.5,3,1,5,12,20,1139,515,134.5,0,0
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,09,09,0,2,2,1,1,0,0,0,0,0,0,0,0,0,6,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,10,10,3,0,5,6,2,2,0,0,0,0,0,0,0,0,18,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,11,11,1,0,6,6,4,3,1,0,0,0,0,0,0,0,21,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,12,12,2,0,9,5,5,4,0,0,0,0,0,0,0,0,25,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,UG,UG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,55,TOTAL,6,2,23,18,12,9,1,0,0,0,0,0,0,0,71,26,0,0,0
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,09,09,60,82,37,52,46,67,12,7,2,1,0,0,10,13,389,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,10,10,96,76,33,40,45,51,8,6,1,2,0,5,0,1,364,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,11,11,59,40,30,48,39,46,7,11,4,0,1,0,2,4,291,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,12,12,40.5,17.5,17,20.5,23,23.5,6,3,1.5,0,0,0,0,2,154.5,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,UG,UG,3.5,3,3,1,1,0,0,0,0,0,0,0,0,0,11.5,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,55,TOTAL,259,218.5,120,161.5,154,187.5,33,27,8.5,3,1,5,12,20,1210,541,134.5,0,0
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,PF,PK,0,2,1,0,3,1,0,0,0,0,0,0,0,0,7,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,KF,KG,1,1,1,0,4,1,0,1,0,0,3,0,0,0,12,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,01,01,1,0,1,2,1,2,0,0,0,0,0,0,0,0,7,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,02,02,1,1,0,0,3,2,0,1,0,0,0,0,1,0,9,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,03,03,0,0,2,0,2,0,1,0,0,0,0,0,0,0,5,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,04,04,0,0,3,0,4,1,1,0,0,0,0,0,1,0,10,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,05,05,1,1,2,2,4,1,1,0,0,0,0,0,0,0,12,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,06,06,2,0,2,2,2,0,1,0,0,0,0,0,0,0,9,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,07,07,3,3,5,0,4,0,2,0,0,0,0,0,0,0,17,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,08,08,3,1,2,0,4,1,1,0,0,0,0,0,0,0,12,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,UG,UG,36,13,14,3,14,5,3,2,0,0,0,0,3,1,94,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,55,TOTAL,48,22,33,9,45,14,10,4,0,0,3,0,5,1,194,78,14,0,0
